,First Name,Last Name,Bib,Gender Pos,Split Name,Time of Day,Distance,Hours,Minutes,Seconds,Milliseconds
258,Alex,Proctor,821,M23,Gloriana Mine,Sat 9:00:27 AM,23.8 mi,3,00,27,799
259,Alex,Proctor,821,M23,Deep Canyon Ranch,Sat 10:09:15 AM,32.2 mi,4,09,15,079
260,Alex,Proctor,821,M23,Black Canyon City,Sat 10:57:10 AM,37.7 mi,4,57,10,659
261,Alex,Proctor,821,M23,Table Mesa,Sat 12:57:49 PM,49.4 mi,6,57,49,329
262,Alex,Proctor,821,M23,Finish,Sat 2:45:14 PM,62.2 mi,8,45,14,789
263,Emkay,Sullivan,14,F3,Start,Sat 6:00:00 AM,0.0 mi,00,00,00,000
264,Emkay,Sullivan,14,F3,Antelope Mesa,Sat 6:51:22 AM,7.6 mi,00,51,22,000
265,Emkay,Sullivan,14,F3,Hidden Treasure,Sat 7:27:12 AM,12.8 mi,1,27,12,729
266,Emkay,Sullivan,14,F3,Bumble Bee,Sat 8:16:49 AM,19.2 mi,2,16,49,228
267,Emkay,Sullivan,14,F3,Gloriana Mine,Sat 8:56:21 AM,23.8 mi,2,56,21,988
268,Emkay,Sullivan,14,F3,Deep Canyon Ranch,Sat 10:08:46 AM,32.2 mi,4,08,46,170
269,Emkay,Sullivan,14,F3,Black Canyon City,Sat 10:55:58 AM,37.7 mi,4,55,58,649
270,Emkay,Sullivan,14,F3,Cottonwood Gulch,Sat 12:15:44 PM,45.3 mi,6,15,44,770
271,Emkay,Sullivan,14,F3,Table Mesa,Sat 12:58:08 PM,49.4 mi,6,58,08,338
272,Emkay,Sullivan,14,F3,Doe Spring,Sat 2:17:00 PM,57.5 mi,8,17,00,000
273,Emkay,Sullivan,14,F3,Finish,Sat 2:48:50 PM,62.2 mi,8,48,50,039
274,Peiquan,You,1099,M24,Start,Sat 5:59:58 AM,0.0 mi,00,00,00,000
275,Peiquan,You,1099,M24,Antelope Mesa,Sat 6:49:53 AM,7.6 mi,00,49,53,188
276,Peiquan,You,1099,M24,Hidden Treasure,Sat 7:24:14 AM,12.8 mi,1,24,14,689
277,Peiquan,You,1099,M24,Bumble Bee,Sat 8:10:49 AM,19.2 mi,2,10,49,658
278,Peiquan,You,1099,M24,Gloriana Mine,Sat 8:45:44 AM,23.8 mi,2,45,44,840
279,Peiquan,You,1099,M24,Deep Canyon Ranch,Sat 9:50:07 AM,32.2 mi,3,50,07,829
280,Peiquan,You,1099,M24,Black Canyon City,Sat 10:33:40 AM,37.7 mi,4,33,40,319
281,Peiquan,You,1099,M24,Cottonwood Gulch,Sat 12:10:32 PM,45.3 mi,6,10,32,688
282,Peiquan,You,1099,M24,Table Mesa,Sat 12:55:22 PM,49.4 mi,6,55,22,299
283,Peiquan,You,1099,M24,Finish,Sat 2:50:40 PM,62.2 mi,8,50,40,539
284,Lin,Chen,235,F4,Start,Sat 5:55:21 AM,0.0 mi,00,00,00,000
285,Lin,Chen,235,F4,Antelope Mesa,Sat 6:52:47 AM,7.6 mi,00,52,47,228
286,Lin,Chen,235,F4,Hidden Treasure,Sat 7:28:27 AM,12.8 mi,1,28,27,750
287,Lin,Chen,235,F4,Bumble Bee,Sat 8:16:55 AM,19.2 mi,2,16,55,759
288,Lin,Chen,235,F4,Gloriana Mine,Sat 8:55:07 AM,23.8 mi,2,55,07,968
289,Lin,Chen,235,F4,Deep Canyon Ranch,Sat 10:07:34 AM,32.2 mi,4,07,34,968
290,Lin,Chen,235,F4,Black Canyon City,Sat 10:56:10 AM,37.7 mi,4,56,10,650
291,Lin,Chen,235,F4,Cottonwood Gulch,Sat 12:19:50 PM,45.3 mi,6,19,50,829
292,Lin,Chen,235,F4,Table Mesa,Sat 1:03:39 PM,49.4 mi,7,03,39,419
293,Lin,Chen,235,F4,Finish,Sat 2:50:40 PM,62.2 mi,8,50,40,539
294,Abby,Hall,443,F5,Start,Sat 5:57:53 AM,0.0 mi,00,00,00,000
295,Abby,Hall,443,F5,Antelope Mesa,Sat 6:51:29 AM,7.6 mi,00,51,29,210
296,Abby,Hall,443,F5,Hidden Treasure,Sat 7:27:30 AM,12.8 mi,1,27,30,738
297,Abby,Hall,443,F5,Bumble Bee,Sat 8:16:33 AM,19.2 mi,2,16,33,658
298,Abby,Hall,443,F5,Gloriana Mine,Sat 8:56:32 AM,23.8 mi,2,56,32,989
299,Abby,Hall,443,F5,Deep Canyon Ranch,Sat 10:12:11 AM,32.2 mi,4,12,11,119
300,Abby,Hall,443,F5,Black Canyon City,Sat 11:04:59 AM,37.7 mi,5,04,59,779
301,Abby,Hall,443,F5,Cottonwood Gulch,Sat 12:31:06 PM,45.3 mi,6,31,06,990
302,Abby,Hall,443,F5,Table Mesa,Sat 1:14:05 PM,49.4 mi,7,14,05,569
303,Abby,Hall,443,F5,Doe Spring,Sat 2:26:40 PM,57.5 mi,8,26,40,590
304,Abby,Hall,443,F5,Finish,Sat 2:52:35 PM,62.2 mi,8,52,35,438
305,Shea,Aquilano,59,F6,Start,Sat 6:00:03 AM,0.0 mi,00,00,03,580
306,Shea,Aquilano,59,F6,Antelope Mesa,Sat 6:51:47 AM,7.6 mi,00,51,47,210
307,Shea,Aquilano,59,F6,Hidden Treasure,Sat 7:27:50 AM,12.8 mi,1,27,50,739
308,Shea,Aquilano,59,F6,Bumble Bee,Sat 8:16:48 AM,19.2 mi,2,16,48,200
309,Shea,Aquilano,59,F6,Gloriana Mine,Sat 8:55:59 AM,23.8 mi,2,55,59,989
310,Shea,Aquilano,59,F6,Deep Canyon Ranch,Sat 10:08:49 AM,32.2 mi,4,08,49,379
311,Shea,Aquilano,59,F6,Black Canyon City,Sat 10:57:15 AM,37.7 mi,4,57,15,659
312,Shea,Aquilano,59,F6,Cottonwood Gulch,Sat 12:22:26 PM,45.3 mi,6,22,26,859
313,Shea,Aquilano,59,F6,Table Mesa,Sat 1:07:16 PM,49.4 mi,7,07,16,469
314,Shea,Aquilano,59,F6,Doe Spring,Sat 2:25:00 PM,57.5 mi,8,25,00,000
315,Shea,Aquilano,59,F6,Finish,Sat 2:53:48 PM,62.2 mi,8,53,48,469
316,Cody,Moore,722,M25,Start,Sat 6:00:02 AM,0.0 mi,00,00,02,319
317,Cody,Moore,722,M25,Antelope Mesa,Sat 6:48:39 AM,7.6 mi,00,48,39,170
318,Cody,Moore,722,M25,Hidden Treasure,Sat 7:22:20 AM,12.8 mi,1,22,20,659
319,Cody,Moore,722,M25,Bumble Bee,Sat 8:07:22 AM,19.2 mi,2,07,22,010
320,Cody,Moore,722,M25,Gloriana Mine,Sat 8:42:49 AM,23.8 mi,2,42,49,789
321,Cody,Moore,722,M25,Deep Canyon Ranch,Sat 9:50:56 AM,32.2 mi,3,50,56,879
322,Cody,Moore,722,M25,Black Canyon City,Sat 10:46:05 AM,37.7 mi,4,46,05,500
323,Cody,Moore,722,M25,Cottonwood Gulch,Sat 12:14:50 PM,45.3 mi,6,14,50,750
324,Cody,Moore,722,M25,Table Mesa,Sat 12:59:38 PM,49.4 mi,6,59,38,359
325,Cody,Moore,722,M25,Finish,Sat 2:54:30 PM,62.2 mi,8,54,30,500
326,Craig,Hunt,3,M26,Start,Sat 5:59:48 AM,0.0 mi,00,00,00,000
327,Craig,Hunt,3,M26,Antelope Mesa,Sat 6:47:36 AM,7.6 mi,00,47,36,519
328,Craig,Hunt,3,M26,Hidden Treasure,Sat 7:20:30 AM,12.8 mi,1,20,30,640
329,Craig,Hunt,3,M26,Bumble Bee,Sat 8:03:17 AM,19.2 mi,2,03,17,140
330,Craig,Hunt,3,M26,Gloriana Mine,Sat 8:35:43 AM,23.8 mi,2,35,43,689
331,Craig,Hunt,3,M26,Deep Canyon Ranch,Sat 9:38:33 AM,32.2 mi,3,38,33,898
332,Craig,Hunt,3,M26,Black Canyon City,Sat 10:20:30 AM,37.7 mi,4,20,30,088
333,Craig,Hunt,3,M26,Cottonwood Gulch,Sat 11:33:27 AM,45.3 mi,5,33,27,409
334,Craig,Hunt,3,M26,Table Mesa,Sat 12:12:14 PM,49.4 mi,6,12,14,709
335,Craig,Hunt,3,M26,Doe Spring,Sat 2:00:00 PM,57.5 mi,8,00,00,000
336,Craig,Hunt,3,M26,Finish,Sat 2:56:01 PM,62.2 mi,8,56,01,779
337,Erin,Clark,245,F7,Start,Sat 6:00:01 AM,0.0 mi,00,00,01,760
338,Erin,Clark,245,F7,Antelope Mesa,Sat 6:52:23 AM,7.6 mi,00,52,23,219
339,Erin,Clark,245,F7,Hidden Treasure,Sat 7:28:25 AM,12.8 mi,1,28,25,750
340,Erin,Clark,245,F7,Bumble Bee,Sat 8:17:51 AM,19.2 mi,2,17,51,728
341,Erin,Clark,245,F7,Gloriana Mine,Sat 8:56:57 AM,23.8 mi,2,56,57,000
342,Erin,Clark,245,F7,Deep Canyon Ranch,Sat 10:09:17 AM,32.2 mi,4,09,17,648
343,Erin,Clark,245,F7,Black Canyon City,Sat 10:58:11 AM,37.7 mi,4,58,11,679
344,Erin,Clark,245,F7,Cottonwood Gulch,Sat 12:25:08 PM,45.3 mi,6,25,08,900
345,Erin,Clark,245,F7,Table Mesa,Sat 1:12:05 PM,49.4 mi,7,12,05,540
346,Erin,Clark,245,F7,Doe Spring,Sat 2:28:30 PM,57.5 mi,8,28,30,609
347,Erin,Clark,245,F7,Finish,Sat 2:57:47 PM,62.2 mi,8,57,47,908
348,Amanda,Stalwick,958,F8,Start,Sat 7:06:34 AM,0.0 mi,00,06,34,569
349,Amanda,Stalwick,958,F8,Antelope Mesa,Sat 8:31:59 AM,7.6 mi,1,31,59,630
350,Amanda,Stalwick,958,F8,Bumble Bee,Sat 11:06:11 AM,19.2 mi,4,06,11,500
351,Amanda,Stalwick,958,F8,Gloriana Mine,Sat 12:48:15 PM,23.8 mi,5,48,15,188
352,Amanda,Stalwick,958,F8,Finish,Sat 3:58:04 PM,62.2 mi,8,58,04,669
353,Lauren,Puretz,4,F9,Start,Sat 5:56:15 AM,0.0 mi,00,00,00,000
354,Lauren,Puretz,4,F9,Antelope Mesa,Sat 6:54:19 AM,7.6 mi,00,54,19,250
355,Lauren,Puretz,4,F9,Hidden Treasure,Sat 7:32:22 AM,12.8 mi,1,32,22,809
356,Lauren,Puretz,4,F9,Bumble Bee,Sat 8:23:30 AM,19.2 mi,2,23,30,069
357,Lauren,Puretz,4,F9,Gloriana Mine,Sat 9:03:27 AM,23.8 mi,3,03,27,819
358,Lauren,Puretz,4,F9,Deep Canyon Ranch,Sat 10:17:41 AM,32.2 mi,4,17,41,450
359,Lauren,Puretz,4,F9,Black Canyon City,Sat 11:08:14 AM,37.7 mi,5,08,14,830
360,Lauren,Puretz,4,F9,Cottonwood Gulch,Sat 12:36:59 PM,45.3 mi,6,36,59,529
361,Lauren,Puretz,4,F9,Table Mesa,Sat 1:25:29 PM,49.4 mi,7,25,29,739
362,Lauren,Puretz,4,F9,Doe Spring,Sat 2:40:44 PM,57.5 mi,8,40,44,789
363,Lauren,Puretz,4,F9,Finish,Sat 3:08:38 PM,62.2 mi,9,08,38,099
364,Madison,Liechty,620,F10,Start,Sat 6:00:03 AM,0.0 mi,00,00,03,029
365,Madison,Liechty,620,F10,Antelope Mesa,Sat 6:56:19 AM,7.6 mi,00,56,19,280
366,Madison,Liechty,620,F10,Hidden Treasure,Sat 7:33:47 AM,12.8 mi,1,33,47,828
367,Madison,Liechty,620,F10,Bumble Bee,Sat 8:25:47 AM,19.2 mi,2,25,47,648
368,Madison,Liechty,620,F10,Gloriana Mine,Sat 9:07:55 AM,23.8 mi,3,07,55,859
369,Madison,Liechty,620,F10,Deep Canyon Ranch,Sat 10:20:20 AM,32.2 mi,4,20,20,879
370,Madison,Liechty,620,F10,Black Canyon City,Sat 11:10:27 AM,37.7 mi,5,10,27,859
371,Madison,Liechty,620,F10,Cottonwood Gulch,Sat 12:34:45 PM,45.3 mi,6,34,45,188
372,Madison,Liechty,620,F10,Table Mesa,Sat 1:21:31 PM,49.4 mi,7,21,31,679
373,Madison,Liechty,620,F10,Doe Spring,Sat 2:41:51 PM,57.5 mi,8,41,51,810
374,Madison,Liechty,620,F10,Finish,Sat 3:11:02 PM,62.2 mi,9,11,02,330
375,Emilie,Mann,661,F11,Start,Sat 6:00:02 AM,0.0 mi,00,00,02,500
376,Emilie,Mann,661,F11,Antelope Mesa,Sat 6:53:22 AM,7.6 mi,00,53,22,239
377,Emilie,Mann,661,F11,Hidden Treasure,Sat 7:30:15 AM,12.8 mi,1,30,15,779
378,Emilie,Mann,661,F11,Bumble Bee,Sat 8:21:19 AM,19.2 mi,2,21,19,468
379,Emilie,Mann,661,F11,Gloriana Mine,Sat 9:01:35 AM,23.8 mi,3,01,35,379
380,Emilie,Mann,661,F11,Deep Canyon Ranch,Sat 10:17:22 AM,32.2 mi,4,17,22,679
381,Emilie,Mann,661,F11,Black Canyon City,Sat 11:06:42 AM,37.7 mi,5,06,42,798
382,Emilie,Mann,661,F11,Cottonwood Gulch,Sat 12:32:16 PM,45.3 mi,6,32,16,009
383,Emilie,Mann,661,F11,Table Mesa,Sat 1:17:46 PM,49.4 mi,7,17,46,630
384,Emilie,Mann,661,F11,Doe Spring,Sat 2:40:25 PM,57.5 mi,8,40,25,789
385,Emilie,Mann,661,F11,Finish,Sat 3:12:18 PM,62.2 mi,9,12,18,010
386,John,Herrick,479,M27,Start,Sat 6:00:03 AM,0.0 mi,00,00,03,020
387,John,Herrick,479,M27,Antelope Mesa,Sat 6:47:34 AM,7.6 mi,00,47,34,519
388,John,Herrick,479,M27,Hidden Treasure,Sat 7:20:07 AM,12.8 mi,1,20,07,628
389,John,Herrick,479,M27,Bumble Bee,Sat 8:02:32 AM,19.2 mi,2,02,32,729
390,John,Herrick,479,M27,Gloriana Mine,Sat 8:35:45 AM,23.8 mi,2,35,45,689
391,John,Herrick,479,M27,Deep Canyon Ranch,Sat 9:42:29 AM,32.2 mi,3,42,29,879
392,John,Herrick,479,M27,Black Canyon City,Sat 10:34:06 AM,37.7 mi,4,34,06,330
393,John,Herrick,479,M27,Cottonwood Gulch,Sat 12:04:42 PM,45.3 mi,6,04,42,599
394,John,Herrick,479,M27,Table Mesa,Sat 12:56:52 PM,49.4 mi,6,56,52,319
395,John,Herrick,479,M27,Doe Spring,Sat 2:38:09 PM,57.5 mi,8,38,09,750
396,John,Herrick,479,M27,Finish,Sat 3:14:14 PM,62.2 mi,9,14,14,300
397,Jon-Erik,Jardine,524,M28,Start,Sat 6:00:04 AM,0.0 mi,00,00,04,629
398,Jon-Erik,Jardine,524,M28,Antelope Mesa,Sat 6:49:43 AM,7.6 mi,00,49,43,179
399,Jon-Erik,Jardine,524,M28,Hidden Treasure,Sat 7:23:47 AM,12.8 mi,1,23,47,679
400,Jon-Erik,Jardine,524,M28,Bumble Bee,Sat 8:09:30 AM,19.2 mi,2,09,30,319
401,Jon-Erik,Jardine,524,M28,Gloriana Mine,Sat 8:45:29 AM,23.8 mi,2,45,29,828
402,Jon-Erik,Jardine,524,M28,Deep Canyon Ranch,Sat 9:53:45 AM,32.2 mi,3,53,45,148
403,Jon-Erik,Jardine,524,M28,Black Canyon City,Sat 10:42:40 AM,37.7 mi,4,42,40,450
404,Jon-Erik,Jardine,524,M28,Cottonwood Gulch,Sat 12:26:23 PM,45.3 mi,6,26,23,919
405,Jon-Erik,Jardine,524,M28,Table Mesa,Sat 1:15:04 PM,49.4 mi,7,15,04,588
406,Jon-Erik,Jardine,524,M28,Doe Spring,Sat 2:40:14 PM,57.5 mi,8,40,14,789
407,Jon-Erik,Jardine,524,M28,Finish,Sat 3:16:11 PM,62.2 mi,9,16,11,838
408,Adam,Rients,852,M29,Start,Sat 6:00:05 AM,0.0 mi,00,00,05,560
409,Adam,Rients,852,M29,Antelope Mesa,Sat 6:54:08 AM,7.6 mi,00,54,08,250
410,Adam,Rients,852,M29,Hidden Treasure,Sat 7:30:36 AM,12.8 mi,1,30,36,779
411,Adam,Rients,852,M29,Bumble Bee,Sat 8:21:31 AM,19.2 mi,2,21,31,179
412,Adam,Rients,852,M29,Gloriana Mine,Sat 9:00:33 AM,23.8 mi,3,00,33,148
413,Adam,Rients,852,M29,Deep Canyon Ranch,Sat 10:12:48 AM,32.2 mi,4,12,48,520
414,Adam,Rients,852,M29,Black Canyon City,Sat 11:02:23 AM,37.7 mi,5,02,23,739
415,Adam,Rients,852,M29,Cottonwood Gulch,Sat 12:25:19 PM,45.3 mi,6,25,19,909
416,Adam,Rients,852,M29,Table Mesa,Sat 1:12:08 PM,49.4 mi,7,12,08,539
417,Adam,Rients,852,M29,Doe Spring,Sat 2:43:07 PM,57.5 mi,8,43,07,830
418,Adam,Rients,852,M29,Finish,Sat 3:19:48 PM,62.2 mi,9,19,48,349
419,Sarah,Gage,377,F12,Start,Sat 6:00:04 AM,0.0 mi,00,00,04,280
420,Sarah,Gage,377,F12,Antelope Mesa,Sat 6:58:33 AM,7.6 mi,00,58,33,309
421,Sarah,Gage,377,F12,Hidden Treasure,Sat 7:36:53 AM,12.8 mi,1,36,53,880
422,Sarah,Gage,377,F12,Bumble Bee,Sat 8:28:37 AM,19.2 mi,2,28,37,619
423,Sarah,Gage,377,F12,Gloriana Mine,Sat 9:09:08 AM,23.8 mi,3,09,08,139
424,Sarah,Gage,377,F12,Black Canyon City,Sat 11:16:27 AM,37.7 mi,5,16,27,949
425,Sarah,Gage,377,F12,Cottonwood Gulch,Sat 12:46:39 PM,45.3 mi,6,46,39,169
426,Sarah,Gage,377,F12,Table Mesa,Sat 1:32:30 PM,49.4 mi,7,32,30,838
427,Sarah,Gage,377,F12,Doe Spring,Sat 2:53:58 PM,57.5 mi,8,53,58,990
428,Sarah,Gage,377,F12,Finish,Sat 3:24:11 PM,62.2 mi,9,24,11,650
429,Tyler,Morey,723,M30,Start,Sat 6:00:02 AM,0.0 mi,00,00,02,250
430,Tyler,Morey,723,M30,Antelope Mesa,Sat 6:49:24 AM,7.6 mi,00,49,24,179
431,Tyler,Morey,723,M30,Hidden Treasure,Sat 7:23:15 AM,12.8 mi,1,23,15,679
432,Tyler,Morey,723,M30,Bumble Bee,Sat 8:11:52 AM,19.2 mi,2,11,52,859
433,Tyler,Morey,723,M30,Gloriana Mine,Sat 8:49:44 AM,23.8 mi,2,49,44,889
434,Tyler,Morey,723,M30,Deep Canyon Ranch,Sat 10:08:06 AM,32.2 mi,4,08,06,250
435,Tyler,Morey,723,M30,Black Canyon City,Sat 11:06:29 AM,37.7 mi,5,06,29,799
436,Tyler,Morey,723,M30,Cottonwood Gulch,Sat 12:34:38 PM,45.3 mi,6,34,38,039
437,Tyler,Morey,723,M30,Table Mesa,Sat 1:24:29 PM,49.4 mi,7,24,29,719
438,Tyler,Morey,723,M30,Doe Spring,Sat 2:55:08 PM,57.5 mi,8,55,08,000
439,Tyler,Morey,723,M30,Finish,Sat 3:25:21 PM,62.2 mi,9,25,21,358
440,Juan,Carera Casas,98,M31,Start,Sat 6:00:00 AM,0.0 mi,00,00,00,839
441,Juan,Carera Casas,98,M31,Antelope Mesa,Sat 6:47:38 AM,7.6 mi,00,47,38,530
442,Juan,Carera Casas,98,M31,Hidden Treasure,Sat 7:20:04 AM,12.8 mi,1,20,04,628
443,Juan,Carera Casas,98,M31,Bumble Bee,Sat 8:01:58 AM,19.2 mi,2,01,58,219
444,Juan,Carera Casas,98,M31,Gloriana Mine,Sat 8:33:59 AM,23.8 mi,2,33,59,658
445,Juan,Carera Casas,98,M31,Black Canyon City,Sat 10:18:15 AM,37.7 mi,4,18,15,569
446,Juan,Carera Casas,98,M31,Cottonwood Gulch,Sat 11:46:27 AM,45.3 mi,5,46,27,338
447,Juan,Carera Casas,98,M31,Table Mesa,Sat 12:44:35 PM,49.4 mi,6,44,35,310
448,Juan,Carera Casas,98,M31,Doe Spring,Sat 2:35:03 PM,57.5 mi,8,35,03,708
449,Juan,Carera Casas,98,M31,Finish,Sat 3:26:41 PM,62.2 mi,9,26,41,148
450,Colin,McCatharn,682,M32,Start,Sat 6:00:02 AM,0.0 mi,00,00,02,689
451,Colin,McCatharn,682,M32,Antelope Mesa,Sat 6:50:35 AM,7.6 mi,00,50,35,199
452,Colin,McCatharn,682,M32,Hidden Treasure,Sat 7:25:47 AM,12.8 mi,1,25,47,710
453,Colin,McCatharn,682,M32,Bumble Bee,Sat 8:14:00 AM,19.2 mi,2,14,00,279
454,Colin,McCatharn,682,M32,Gloriana Mine,Sat 8:52:20 AM,23.8 mi,2,52,20,929
455,Colin,McCatharn,682,M32,Deep Canyon Ranch,Sat 10:03:04 AM,32.2 mi,4,03,04,769
456,Colin,McCatharn,682,M32,Black Canyon City,Sat 11:02:02 AM,37.7 mi,5,02,02,728
457,Colin,McCatharn,682,M32,Cottonwood Gulch,Sat 12:38:55 PM,45.3 mi,6,38,55,990
458,Colin,McCatharn,682,M32,Table Mesa,Sat 1:31:58 PM,49.4 mi,7,31,58,829
459,Colin,McCatharn,682,M32,Doe Spring,Sat 3:01:36 PM,57.5 mi,9,01,36,868
460,Colin,McCatharn,682,M32,Finish,Sat 3:29:18 PM,62.2 mi,9,29,18,428
461,Sthefano,Calderon,214,M33,Start,Sat 6:00:02 AM,0.0 mi,00,00,02,979
462,Sthefano,Calderon,214,M33,Antelope Mesa,Sat 6:48:06 AM,7.6 mi,00,48,06,159
463,Sthefano,Calderon,214,M33,Hidden Treasure,Sat 7:20:38 AM,12.8 mi,1,20,38,640
464,Sthefano,Calderon,214,M33,Bumble Bee,Sat 8:06:18 AM,19.2 mi,2,06,18,779
465,Sthefano,Calderon,214,M33,Gloriana Mine,Sat 8:45:24 AM,23.8 mi,2,45,24,828
466,Sthefano,Calderon,214,M33,Deep Canyon Ranch,Sat 10:00:08 AM,32.2 mi,4,00,08,599
467,Sthefano,Calderon,214,M33,Black Canyon City,Sat 10:55:54 AM,37.7 mi,4,55,54,639
468,Sthefano,Calderon,214,M33,Cottonwood Gulch,Sat 12:33:19 PM,45.3 mi,6,33,19,019
469,Sthefano,Calderon,214,M33,Table Mesa,Sat 1:25:31 PM,49.4 mi,7,25,31,739
470,Sthefano,Calderon,214,M33,Doe Spring,Sat 2:57:21 PM,57.5 mi,8,57,21,039
471,Sthefano,Calderon,214,M33,Finish,Sat 3:30:35 PM,62.2 mi,9,30,35,459
472,Daniel,Metzger,704,M34,Start,Sat 6:00:01 AM,0.0 mi,00,00,01,819
473,Daniel,Metzger,704,M34,Antelope Mesa,Sat 6:48:09 AM,7.6 mi,00,48,09,159
474,Daniel,Metzger,704,M34,Hidden Treasure,Sat 7:21:47 AM,12.8 mi,1,21,47,649
475,Daniel,Metzger,704,M34,Bumble Bee,Sat 8:08:20 AM,19.2 mi,2,08,20,578
476,Daniel,Metzger,704,M34,Gloriana Mine,Sat 8:44:02 AM,23.8 mi,2,44,02,809
477,Daniel,Metzger,704,M34,Deep Canyon Ranch,Sat 9:53:33 AM,32.2 mi,3,53,33,709
478,Daniel,Metzger,704,M34,Black Canyon City,Sat 10:42:38 AM,37.7 mi,4,42,38,450
479,Daniel,Metzger,704,M34,Cottonwood Gulch,Sat 12:22:41 PM,45.3 mi,6,22,41,868
480,Daniel,Metzger,704,M34,Table Mesa,Sat 1:17:10 PM,49.4 mi,7,17,10,618
481,Daniel,Metzger,704,M34,Doe Spring,Sat 2:58:04 PM,57.5 mi,8,58,04,740
482,Daniel,Metzger,704,M34,Finish,Sat 3:31:50 PM,62.2 mi,9,31,50,099
483,Jessie,George,397,F13,Start,Sat 6:00:02 AM,0.0 mi,00,00,02,339
484,Jessie,George,397,F13,Antelope Mesa,Sat 6:53:05 AM,7.6 mi,00,53,05,230
485,Jessie,George,397,F13,Hidden Treasure,Sat 7:30:20 AM,12.8 mi,1,30,20,779
486,Jessie,George,397,F13,Bumble Bee,Sat 8:23:17 AM,19.2 mi,2,23,17,690
487,Jessie,George,397,F13,Gloriana Mine,Sat 9:05:15 AM,23.8 mi,3,05,15,229
488,Jessie,George,397,F13,Deep Canyon Ranch,Sat 10:27:05 AM,32.2 mi,4,27,05,239
489,Jessie,George,397,F13,Black Canyon City,Sat 11:20:48 AM,37.7 mi,5,20,48,008
490,Jessie,George,397,F13,Cottonwood Gulch,Sat 12:49:00 PM,45.3 mi,6,49,00,200
491,Jessie,George,397,F13,Table Mesa,Sat 1:34:07 PM,49.4 mi,7,34,07,869
492,Jessie,George,397,F13,Doe Spring,Sat 3:04:05 PM,57.5 mi,9,04,05,450
493,Jessie,George,397,F13,Finish,Sat 3:37:46 PM,62.2 mi,9,37,46,139
494,Jordan,Bramblett,185,M35,Start,Sat 6:00:01 AM,0.0 mi,00,00,01,260
495,Jordan,Bramblett,185,M35,Antelope Mesa,Sat 6:47:33 AM,7.6 mi,00,47,33,509
496,Jordan,Bramblett,185,M35,Hidden Treasure,Sat 7:19:55 AM,12.8 mi,1,19,55,630
497,Jordan,Bramblett,185,M35,Bumble Bee,Sat 8:01:43 AM,19.2 mi,2,01,43,288
498,Jordan,Bramblett,185,M35,Gloriana Mine,Sat 8:32:52 AM,23.8 mi,2,32,52,648
499,Jordan,Bramblett,185,M35,Deep Canyon Ranch,Sat 9:33:16 AM,32.2 mi,3,33,16,738
500,Jordan,Bramblett,185,M35,Black Canyon City,Sat 10:14:38 AM,37.7 mi,4,14,38,718
501,Jordan,Bramblett,185,M35,Cottonwood Gulch,Sat 12:13:06 PM,45.3 mi,6,13,06,729
502,Jordan,Bramblett,185,M35,Table Mesa,Sat 1:53:18 PM,49.4 mi,7,53,18,639
503,Jordan,Bramblett,185,M35,Doe Spring,Sat 3:10:42 PM,57.5 mi,9,10,42,178
504,Jordan,Bramblett,185,M35,Finish,Sat 3:38:43 PM,62.2 mi,9,38,43,718
505,Samuel,Delgado,291,M36,Start,Sat 6:00:04 AM,0.0 mi,00,00,04,560
506,Samuel,Delgado,291,M36,Antelope Mesa,Sat 6:49:46 AM,7.6 mi,00,49,46,188
507,Samuel,Delgado,291,M36,Hidden Treasure,Sat 7:24:11 AM,12.8 mi,1,24,11,689
508,Samuel,Delgado,291,M36,Bumble Bee,Sat 8:11:11 AM,19.2 mi,2,11,11,439
509,Samuel,Delgado,291,M36,Gloriana Mine,Sat 8:47:59 AM,23.8 mi,2,47,59,869
510,Samuel,Delgado,291,M36,Deep Canyon Ranch,Sat 9:57:48 AM,32.2 mi,3,57,48,468
511,Samuel,Delgado,291,M36,Black Canyon City,Sat 10:48:40 AM,37.7 mi,4,48,40,539
512,Samuel,Delgado,291,M36,Cottonwood Gulch,Sat 12:22:58 PM,45.3 mi,6,22,58,868
513,Samuel,Delgado,291,M36,Table Mesa,Sat 1:28:28 PM,49.4 mi,7,28,28,779
514,Samuel,Delgado,291,M36,Doe Spring,Sat 3:09:04 PM,57.5 mi,9,09,04,160
515,Samuel,Delgado,291,M36,Finish,Sat 3:40:51 PM,62.2 mi,9,40,51,750
516,Annie,Hughes,508,F14,Start,Sat 6:00:03 AM,0.0 mi,00,00,03,990
517,Annie,Hughes,508,F14,Antelope Mesa,Sat 6:55:00 AM,7.6 mi,00,55,00,260
518,Annie,Hughes,508,F14,Hidden Treasure,Sat 7:34:45 AM,12.8 mi,1,34,45,840
519,Annie,Hughes,508,F14,Bumble Bee,Sat 8:28:35 AM,19.2 mi,2,28,35,609
520,Annie,Hughes,508,F14,Gloriana Mine,Sat 9:09:55 AM,23.8 mi,3,09,55,328
521,Annie,Hughes,508,F14,Deep Canyon Ranch,Sat 10:30:08 AM,32.2 mi,4,30,08,639
522,Annie,Hughes,508,F14,Black Canyon City,Sat 11:22:59 AM,37.7 mi,5,22,59,039
523,Annie,Hughes,508,F14,Cottonwood Gulch,Sat 12:54:19 PM,45.3 mi,6,54,19,279
